txn_id,from_account,to_account,amount,channel,timestamp,is_fraud,fraud_type,customer_age,account_age_days,kyc_tier,avg_monthly_balance,transaction_count_30d,avg_txn_amount,std_txn_amount,max_txn_amount,min_txn_amount,hour_of_day,day_of_week,is_weekend,is_holiday,geo_distance_from_home,device_risk_flag,device_account_count,counterparty_risk_score,is_international,channel_switch_count,currency,ip_address,device_fingerprint
TXN-N-000040,ACC-00062,ACC-00146,705.02,IMPS,2026-03-30T14:13:36,0,none,51,1320,3,41478.55,12,1265.13,10001.01,22284.4,10.0,14,0,0,0,2.33,0,3,0.0661,0,0,INR,sha256:50b2e8d97194bf0f,dev_fp_27ecc17e
TXN-N-000454,ACC-00379,ACC-00181,2128.67,UPI,2026-03-19T14:04:35,0,none,48,1034,2,29229.87,16,1439.76,1278.61,3519.81,513.86,14,3,0,0,5.42,0,1,0.0268,0,2,INR,sha256:5dd1b94119e9466a,dev_fp_24d9d319
TXN-N-000492,ACC-00263,ACC-00184,975.45,IMPS,2026-02-20T14:50:10,0,none,33,3444,2,40884.99,16,1668.88,6637.68,18580.7,10.0,14,4,0,0,2.6,0,1,0.0086,0,2,INR,sha256:c03cfb27a80af774,dev_fp_93c3f51a
TXN-N-000630,ACC-00128,ACC-00305,1632.05,UPI,2026-01-21T09:26:02,0,none,46,2426,3,157499.09,17,803.22,603.39,2229.26,258.37,9,2,0,0,2.22,0,2,0.2164,0,0,INR,sha256:29544180c1d03025,dev_fp_46d5a659
TXN-N-000037,ACC-00215,ACC-00478,1386.27,IMPS,2026-02-08T12:58:41,0,none,56,1326,2,54298.65,15,401.03,8188.84,15812.96,10.0,12,6,1,0,8.15,0,3,0.128,0,1,INR,sha256:210287fd9de97105,dev_fp_fa900f00
TXN-N-000858,ACC-00022,ACC-00234,754.56,UPI,2026-03-11T08:49:36,0,none,66,3034,1,15622.87,28,948.59,14907.16,30421.93,10.0,8,2,0,0,17.26,0,1,0.0909,0,1,INR,sha256:7249e541d493cb4e,dev_fp_ba6a5be3
TXN-N-000547,ACC-00192,ACC-00002,504.46,UPI,2026-01-07T07:20:27,0,none,35,885,2,23940.94,22,928.26,9409.11,10864.38,10.0,7,2,0,0,0.22,0,1,0.1179,0,1,INR,sha256:6f13811e5d6779ed,dev_fp_5353b43e
TXN-N-000050,ACC-00145,ACC-00380,2534.13,UPI,2026-03-06T16:55:35,0,none,62,2996,2,16395.1,12,1139.58,5386.55,15455.76,10.0,16,4,0,0,4.8,0,1,0.0503,0,2,INR,sha256:f08d1bd8772694b4,dev_fp_2b6640ce
TXN-N-000766,ACC-00097,ACC-00034,3324.21,NEFT,2026-02-28T12:24:54,0,none,24,1997,2,14653.5,17,3695.53,10651.88,35583.45,10.0,12,5,1,0,0.41,0,1,0.1867,0,1,INR,sha256:c128b9ddc1723bdd,dev_fp_91f20d96
TXN-N-000065,ACC-00284,ACC-00203,58.19,NEFT,2026-03-27T14:14:16,0,none,40,885,3,12036.04,17,1055.84,2027.83,3227.93,10.0,14,4,0,0,3.1,0,4,0.1236,0,1,INR,sha256:89b89e6c25a65c05,dev_fp_6e6e2615
TXN-N-000233,ACC-00079,ACC-00073,2133.05,IMPS,2026-01-12T16:38:17,0,none,32,253,2,56017.45,9,454.65,6115.07,16163.11,10.0,16,0,0,0,6.64,0,2,0.1854,0,1,INR,sha256:dc88c9dfcf838f87,dev_fp_b59d3bb5
TXN-N-000301,ACC-00037,ACC-00254,671.18,POS,2026-02-09T15:49:40,0,none,62,1924,2,4382.61,10,1144.35,11581.71,35730.9,10.0,15,0,0,0,4.79,0,5,0.0236,0,0,INR,sha256:334bfb1ae6b58421,dev_fp_d84d452f
TXN-N-000120,ACC-00206,ACC-00414,578.23,IMPS,2026-02-26T16:50:47,0,none,19,2611,2,20670.76,11,1184.77,14734.76,29194.91,10.0,16,3,0,0,1.32,0,1,0.1339,0,2,INR,sha256:83f2dd5ffa55d876,dev_fp_3b5e965e
TXN-N-000730,ACC-00060,ACC-00442,793.54,UPI,2026-02-23T10:52:04,0,none,40,388,2,18480.14,19,2944.97,9953.87,24865.96,10.0,10,0,0,0,3.4,0,1,0.0168,0,1,INR,sha256:8a8fb330fb3cd4fa,dev_fp_8a117475
TXN-N-000848,ACC-00035,ACC-00260,395.67,UPI,2026-02-28T11:00:27,0,none,27,2532,3,39630.56,19,1959.78,11204.86,27901.97,10.0,11,5,1,0,2.7,0,3,0.2213,1,2,INR,sha256:a2a14e62ca1ceeda,dev_fp_26ca561a
TXN-N-000819,ACC-00248,ACC-00111,169.74,NEFT,2026-03-29T20:39:05,0,none,33,2941,1,207743.31,13,1137.45,1384.99,4897.23,10.0,20,6,1,0,13.78,0,2,0.0402,0,0,INR,sha256:30707374c2814ab1,dev_fp_0627508d
TXN-N-000449,ACC-00277,ACC-00337,46884.17,NEFT,2026-02-03T13:59:14,0,none,23,2015,2,42362.72,12,752.61,14140.4,33656.14,10.0,13,1,0,0,2.23,0,1,0.1607,0,2,INR,sha256:f1e2cf44f11f608a,dev_fp_23b4aaff
TXN-N-000516,ACC-00025,ACC-00332,1132.74,NEFT,2026-02-08T13:02:33,0,none,66,2502,3,1383.92,13,475.45,5572.86,14544.1,10.0,13,6,1,0,9.09,0,2,0.2843,0,0,INR,sha256:c7d47818c6f2fa18,dev_fp_c3acce70
TXN-N-000998,ACC-00009,ACC-00186,171.14,IMPS,2026-03-11T09:27:09,0,none,58,3257,2,24715.53,19,1795.3,11129.18,24823.92,10.0,9,2,0,0,16.2,0,1,0.0058,0,2,INR,sha256:fd64a28d93859318,dev_fp_ed550eb2
TXN-N-000398,ACC-00277,ACC-00321,4036.02,IMPS,2026-01-04T08:57:56,0,none,42,3170,3,9360.6,8,1309.23,12617.54,32981.29,10.0,8,6,1,0,11.07,0,3,0.0667,0,0,INR,sha256:5604a4de42c27de0,dev_fp_3d4007ad
TXN-N-000387,ACC-00339,ACC-00448,3322.14,NEFT,2026-02-09T10:24:40,0,none,30,2948,1,5768.95,20,833.28,14882.46,16865.15,10.0,10,0,0,0,8.33,0,1,0.0097,0,0,INR,sha256:03320c22d9c1322f,dev_fp_23d0b905
TXN-N-000721,ACC-00223,ACC-00371,28.94,NEFT,2026-01-13T15:58:35,0,none,35,162,3,22249.48,12,642.23,7949.34,10894.53,10.0,15,1,0,0,16.49,0,2,0.0543,0,1,INR,sha256:c8d26542fa57e25c,dev_fp_32ae0216
TXN-N-000411,ACC-00017,ACC-00079,66906.37,NEFT,2026-02-07T17:47:28,0,none,21,346,2,882.38,10,1244.18,11273.53,33190.54,10.0,17,5,1,0,6.35,0,2,0.1314,0,2,INR,sha256:03d7def6bf761c46,dev_fp_4ed27167
TXN-N-000080,ACC-00219,ACC-00408,314.6,IMPS,2026-03-13T08:18:29,0,none,31,1560,2,5281.52,22,882.17,13706.17,35256.2,10.0,8,4,0,1,16.46,0,2,0.0845,0,0,INR,sha256:a5c324b4b485c81e,dev_fp_3c376b8a
TXN-N-000817,ACC-00025,ACC-00423,2472.51,UPI,2026-03-31T18:04:19,0,none,29,835,2,239924.21,12,952.2,9248.1,23051.94,10.0,18,1,0,0,1.16,0,5,0.2281,0,1,INR,sha256:777c726ca96eda53,dev_fp_22bee7ad
TXN-N-000815,ACC-00107,ACC-00229,51576.39,NEFT,2026-02-13T11:22:32,0,none,62,2605,2,101458.91,18,1909.76,4919.79,11240.99,10.0,11,4,0,0,9.01,0,3,0.0671,0,1,INR,sha256:2c87f445ffc953cc,dev_fp_5678fb66
TXN-N-000381,ACC-00324,ACC-00243,63806.47,NEFT,2026-01-23T07:08:23,0,none,38,3083,2,8070.09,10,1758.46,5241.18,11637.98,10.0,7,4,0,0,4.84,0,3,0.2037,0,1,INR,sha256:d199a5c362a460dd,dev_fp_823f2295
TXN-N-000248,ACC-00432,ACC-00306,67634.46,NEFT,2026-02-15T11:18:46,0,none,55,3480,2,22543.36,12,2432.02,11306.0,25370.82,10.0,11,6,1,0,1.85,0,3,0.1158,0,1,INR,sha256:dc5917824ae7c1a0,dev_fp_cf4f48bc
TXN-N-000195,ACC-00158,ACC-00205,932.16,UPI,2026-03-14T10:23:13,0,none,22,3247,1,9482.5,15,1330.19,5400.73,14351.25,10.0,10,5,1,0,1.35,0,1,0.0546,0,1,INR,sha256:db16fbb411da09dd,dev_fp_fa3f83a7
TXN-N-000262,ACC-00180,ACC-00251,931.82,ATM,2026-03-10T15:51:06,0,none,44,3148,3,26710.39,12,1502.05,14594.78,41180.14,10.0,15,1,0,0,2.75,1,2,0.1632,0,1,INR,sha256:b6bf69de0dcb212a,dev_fp_b96172a9
TXN-N-000083,ACC-00439,ACC-00361,139.52,NEFT,2026-02-07T07:24:17,0,none,34,2650,2,17673.21,11,389.97,4569.91,6851.75,10.0,7,5,1,1,0.04,0,1,0.0324,0,2,INR,sha256:6a15224b35ff5c0b,dev_fp_7d6987ee
TXN-N-000176,ACC-00211,ACC-00403,636.86,UPI,2026-01-26T15:35:44,0,none,44,214,3,9659.81,15,3605.06,7427.26,18135.15,10.0,15,0,0,0,5.02,0,4,0.2772,0,2,INR,sha256:09cc819e468a0426,dev_fp_598c26d3
TXN-N-000303,ACC-00309,ACC-00399,2459.37,ATM,2026-03-14T12:16:11,0,none,23,2992,2,11476.88,10,1121.52,7073.87,15511.49,10.0,12,5,1,0,7.8,0,1,0.0469,0,1,INR,sha256:6230ab94f1840478,dev_fp_9db05c63
TXN-N-000229,ACC-00079,ACC-00237,224.02,UPI,2026-02-16T12:53:15,0,none,46,3110,2,28944.9,13,559.14,10432.59,25759.12,10.0,12,0,0,0,2.78,0,2,0.2048,0,0,INR,sha256:d8789afa0a3499b7,dev_fp_bd05e962
TXN-N-000105,ACC-00494,ACC-00475,50641.37,NEFT,2026-01-15T18:00:02,0,none,64,3381,3,11464.86,19,2011.61,7217.76,9884.79,10.0,18,3,0,0,2.49,0,3,0.1087,0,0,INR,sha256:66b61d34a5f7df4d,dev_fp_544c9502
TXN-N-000785,ACC-00368,ACC-00364,235.37,IMPS,2026-01-16T11:34:59,0,none,67,2252,2,2935.68,21,1583.54,7260.71,20106.56,10.0,11,4,0,0,8.57,0,1,0.054,0,0,INR,sha256:f35e70f66c129c1d,dev_fp_cedbcea6
TXN-N-000930,ACC-00367,ACC-00378,146.07,NEFT,2026-01-27T13:58:29,0,none,20,2090,3,11865.26,15,3422.2,2667.84,8317.24,745.35,13,1,0,0,0.48,0,1,0.112,0,0,INR,sha256:97978b6a2d996dca,dev_fp_7da2c54f
TXN-N-000598,ACC-00299,ACC-00459,494.14,ATM,2026-01-30T15:59:36,0,none,20,389,2,50674.48,17,1078.81,2954.65,8343.96,10.0,15,4,0,0,4.19,0,3,0.0247,0,1,INR,sha256:d928575f6be49d5a,dev_fp_32a737ca
TXN-N-000755,ACC-00098,ACC-00435,1315.5,UPI,2026-03-25T23:44:35,0,none,29,2502,2,4800.9,12,1200.1,1092.09,4409.65,10.0,23,2,0,0,3.62,0,3,0.1341,0,1,INR,sha256:9c79ee167c7a6679,dev_fp_4e3c70e1
TXN-N-000992,ACC-00098,ACC-00263,462.72,NEFT,2026-01-24T16:35:55,0,none,43,3557,2,49706.23,17,1166.76,9910.57,15101.99,10.0,16,5,1,0,4.5,0,2,0.2031,0,1,INR,sha256:a252f70aca22194c,dev_fp_da3743cb
TXN-N-000026,ACC-00320,ACC-00407,63689.55,NEFT,2026-01-14T16:34:20,0,none,54,2082,2,36217.29,13,853.72,10849.85,31226.07,10.0,16,2,0,0,2.89,0,2,0.1596,0,0,INR,sha256:262cf88ab207ed1d,dev_fp_c5a0786e
TXN-N-000151,ACC-00256,ACC-00380,441.36,UPI,2026-01-31T10:27:18,0,none,63,2267,2,40473.7,8,4372.06,6009.7,17679.16,10.0,10,5,1,0,0.5,0,1,0.0531,0,1,INR,sha256:d976a5df0f0ad910,dev_fp_629addfe
TXN-N-000107,ACC-00273,ACC-00325,830.03,ATM,2026-01-25T08:36:37,0,none,66,1886,3,6596.13,11,1001.74,12151.01,16118.34,10.0,8,6,1,0,2.11,0,1,0.0427,0,1,INR,sha256:508d6e1e3ede7fb3,dev_fp_30a2c4c3
TXN-N-000897,ACC-00021,ACC-00019,1890.58,POS,2026-03-13T09:48:33,0,none,40,1824,2,16490.12,17,2579.6,9632.12,23706.76,10.0,9,4,0,0,1.56,0,3,0.0488,0,0,INR,sha256:29124ebb6b77f673,dev_fp_5d2d6878
TXN-N-000614,ACC-00189,ACC-00333,45394.18,NEFT,2026-03-23T18:04:15,0,none,28,2323,2,22507.63,15,2942.79,14695.93,24573.77,10.0,18,0,0,0,0.9,0,3,0.1106,0,1,INR,sha256:a4a69f23c641b0ba,dev_fp_95430af9
TXN-N-000667,ACC-00356,ACC-00173,2448.04,UPI,2026-02-28T10:00:52,0,none,38,2873,2,9255.83,17,634.7,5931.4,14325.78,10.0,10,5,1,0,9.64,0,2,0.1116,0,2,INR,sha256:d8a6f5cd83dfdcfb,dev_fp_7b8bb171
TXN-N-000355,ACC-00027,ACC-00457,4262.39,UPI,2026-01-09T16:31:01,0,none,49,3366,2,46802.59,17,1169.99,13990.09,37121.25,10.0,16,4,0,0,5.63,0,5,0.0339,0,0,INR,sha256:1a46fdc67f021c4b,dev_fp_69f804f5
TXN-N-000569,ACC-00003,ACC-00279,1762.61,IMPS,2026-01-25T15:19:30,0,none,47,2157,1,12630.07,16,1181.31,3367.63,10067.45,10.0,15,6,1,0,1.82,0,2,0.246,1,0,INR,sha256:85767cc245a55dfc,dev_fp_9f3aeec2
TXN-N-000084,ACC-00233,ACC-00266,1443.14,UPI,2026-02-20T18:54:40,0,none,56,426,2,12390.81,22,2299.13,13292.75,33429.23,10.0,18,4,0,0,1.76,0,4,0.2153,0,0,INR,sha256:530721df515bc4af,dev_fp_91b6b641
TXN-N-000459,ACC-00160,ACC-00493,2042.46,IMPS,2026-02-22T12:30:17,0,none,52,3497,3,22423.66,19,980.34,9247.73,22599.67,10.0,12,6,1,0,2.13,0,2,0.0309,0,0,INR,sha256:25ed3695b8294861,dev_fp_64bb390d
TXN-N-000407,ACC-00403,ACC-00102,725.32,UPI,2026-02-01T16:48:00,0,none,56,1594,2,23029.98,15,553.88,7206.17,11787.46,10.0,16,6,1,0,0.94,0,1,0.232,0,0,INR,sha256:bd06715c2d48b458,dev_fp_c5b52ada
TXN-N-000821,ACC-00366,ACC-00167,119.38,IMPS,2026-02-09T12:43:04,0,none,22,2987,2,33649.04,12,1284.1,13570.93,27191.11,10.0,12,0,0,0,3.2,0,6,0.279,0,1,INR,sha256:9f291ab788a33cac,dev_fp_0a1956bc
TXN-N-000568,ACC-00054,ACC-00037,620.94,IMPS,2026-03-24T17:22:54,0,none,45,525,2,16249.28,11,3531.18,9236.41,24592.63,10.0,17,1,0,0,0.19,0,2,0.0604,0,2,INR,sha256:37575e7bac0c144d,dev_fp_c058be4a
TXN-N-000057,ACC-00403,ACC-00164,55608.88,NEFT,2026-02-24T14:46:48,0,none,52,3209,3,18301.02,16,1027.71,3863.23,7911.27,10.0,14,1,0,0,22.03,0,2,0.1285,0,2,INR,sha256:12eea61a43966c9a,dev_fp_d9446eb9
TXN-N-000859,ACC-00485,ACC-00153,340.49,UPI,2026-03-05T07:28:46,0,none,52,2804,3,6670.73,16,3508.21,2350.37,9458.78,10.0,7,3,0,0,5.55,0,3,0.1124,0,0,INR,sha256:1d6de687158756ee,dev_fp_90ce1bf6
TXN-N-000554,ACC-00465,ACC-00107,1113.43,UPI,2026-03-18T16:52:45,0,none,51,383,3,13078.76,11,2193.25,12567.81,29184.48,10.0,16,2,0,0,1.77,0,2,0.024,1,1,INR,sha256:b57397c06150b73b,dev_fp_788f0b60
TXN-N-000451,ACC-00266,ACC-00217,2674.15,IMPS,2026-02-16T12:39:39,0,none,67,731,2,32377.29,21,1920.5,2256.51,4204.49,10.0,12,0,0,0,5.94,0,3,0.2451,0,0,INR,sha256:7dd1f03960c2f915,dev_fp_8ed8f477
TXN-N-000112,ACC-00483,ACC-00367,2099.47,IMPS,2026-03-20T13:08:32,0,none,49,589,2,57255.3,15,1025.62,9377.74,14399.88,10.0,13,4,0,1,7.4,0,2,0.1882,0,3,INR,sha256:482cc9b9ec3cfdd6,dev_fp_2d08049e
TXN-N-000399,ACC-00387,ACC-00146,421.53,IMPS,2026-02-27T15:49:56,0,none,32,516,3,27543.61,22,1448.26,14318.73,35892.92,10.0,15,4,0,0,3.31,0,2,0.1407,0,0,INR,sha256:3ee6dd454006e230,dev_fp_26dda000
TXN-N-000436,ACC-00407,ACC-00107,944.68,ATM,2026-03-04T13:52:28,0,none,61,1256,2,40301.65,17,2304.99,4162.63,14440.75,35.34,13,2,0,0,1.22,0,1,0.2359,0,0,INR,sha256:86d6603221359e9f,dev_fp_1f1e80a4
TXN-N-000220,ACC-00275,ACC-00181,108.38,IMPS,2026-02-02T17:17:08,0,none,50,1981,2,919.01,16,1060.56,5343.66,7545.85,10.0,17,0,0,0,1.82,0,2,0.0105,0,1,INR,sha256:0b72475b220b6a4c,dev_fp_f06e8272
TXN-N-000400,ACC-00211,ACC-00109,1022.89,NEFT,2026-02-07T13:51:55,0,none,58,2751,2,5526.01,13,811.27,11628.69,29870.13,10.0,13,5,1,0,0.71,0,2,0.0758,0,0,INR,sha256:46ca6840d019c716,dev_fp_5b819f45
TXN-N-000129,ACC-00192,ACC-00393,951.31,IMPS,2026-03-01T17:27:48,0,none,53,666,2,26884.29,12,1265.68,12525.06,31493.04,10.0,17,6,1,0,3.26,0,2,0.0009,0,3,INR,sha256:b67516b76928960e,dev_fp_b4d82b48
TXN-N-000907,ACC-00149,ACC-00135,2891.47,UPI,2026-01-14T15:38:54,0,none,26,1012,2,69804.67,12,689.59,8470.77,11720.54,10.0,15,2,0,1,7.05,0,2,0.2859,0,2,INR,sha256:274ab847cc892812,dev_fp_60fe63d7
TXN-N-000748,ACC-00356,ACC-00346,2208.12,UPI,2026-01-27T10:59:11,0,none,26,2823,2,35199.08,9,1012.5,1085.8,2814.91,10.0,10,1,0,0,2.7,0,3,0.0058,0,3,INR,sha256:4f21781f19ec5737,dev_fp_a5b78723
TXN-N-000717,ACC-00309,ACC-00066,563.37,IMPS,2026-02-08T19:22:13,0,none,46,3285,3,36552.04,16,525.92,8797.91,12879.63,10.0,19,6,1,0,4.07,0,4,0.0469,0,2,INR,sha256:44a1804ba2cdf533,dev_fp_3238639f
TXN-N-000643,ACC-00429,ACC-00439,880.76,UPI,2026-03-04T09:02:29,0,none,31,1169,2,6054.42,12,610.74,13555.88,22492.16,10.0,9,2,0,0,6.77,0,1,0.0433,0,1,INR,sha256:aee05599a0d63f13,dev_fp_425e2d2e
TXN-N-000070,ACC-00154,ACC-00294,244.83,UPI,2026-03-12T12:13:02,0,none,41,365,2,6762.97,17,3851.45,9231.11,13505.95,10.0,12,3,0,0,0.81,0,3,0.2475,0,1,INR,sha256:70184abcb6e41b6f,dev_fp_e029613c
TXN-N-000609,ACC-00048,ACC-00467,985.38,IMPS,2026-01-01T13:18:33,0,none,21,648,2,32056.96,14,2589.52,13670.19,27651.9,10.0,13,3,0,0,2.86,0,2,0.1765,0,3,INR,sha256:b33de70a2f744313,dev_fp_bcd91ff8
TXN-N-000520,ACC-00126,ACC-00146,71.07,NEFT,2026-03-26T16:56:00,0,none,32,2528,3,8824.92,13,667.52,2575.89,8112.24,10.0,16,3,0,1,0.81,0,1,0.1092,0,1,INR,sha256:2a73165a52793e0e,dev_fp_a7df2418
TXN-N-000535,ACC-00185,ACC-00296,463.04,UPI,2026-01-08T13:53:17,0,none,55,2955,2,75818.08,22,575.66,12900.89,37226.12,10.0,13,3,0,0,9.23,0,2,0.2618,0,0,INR,sha256:7fba0c247d764384,dev_fp_3cebb5d3
TXN-N-000773,ACC-00093,ACC-00263,45265.68,NEFT,2026-02-15T08:17:37,0,none,64,380,2,11788.4,13,1890.51,13583.28,34169.08,10.0,8,6,1,1,4.18,0,2,0.2245,0,1,INR,sha256:04cd0b2d3c6a1468,dev_fp_793e2348
TXN-N-000970,ACC-00261,ACC-00221,1466.45,UPI,2026-03-22T17:02:52,0,none,62,3423,1,24873.3,16,1910.75,2782.51,6411.96,10.0,17,6,1,0,0.48,0,1,0.0757,0,0,INR,sha256:d4a55ffe69a4d677,dev_fp_d7a8552a
TXN-N-000395,ACC-00079,ACC-00170,203.17,IMPS,2026-01-04T11:43:22,0,none,57,2194,3,7092.77,8,1462.86,7679.99,18500.5,10.0,11,6,1,0,4.52,0,1,0.225,0,1,INR,sha256:e558bb93e2e8e63a,dev_fp_729179df
TXN-N-000522,ACC-00267,ACC-00444,288.46,UPI,2026-02-11T17:40:06,0,none,28,2278,2,44899.71,13,1230.02,7809.09,17265.03,10.0,17,2,0,1,7.42,0,1,0.1289,0,2,INR,sha256:d1405e0a273f3e1f,dev_fp_58d8d79c
TXN-N-000526,ACC-00302,ACC-00188,126.99,POS,2026-01-19T12:47:47,0,none,33,797,3,100774.45,21,847.49,7291.94,21050.29,10.0,12,0,0,0,4.98,0,2,0.0693,0,0,INR,sha256:e086b27e4abf6927,dev_fp_4295ab78
TXN-N-000079,ACC-00139,ACC-00351,780.41,ATM,2026-02-04T05:15:33,0,none,19,512,2,14734.3,19,1425.29,9821.79,24882.68,10.0,5,2,0,0,1.2,0,2,0.2815,0,3,INR,sha256:e0ee3de88552cddf,dev_fp_fa1cb5ab
TXN-N-000924,ACC-00426,ACC-00247,62.72,POS,2026-03-16T17:19:03,0,none,25,967,2,38617.93,13,453.29,5779.38,9288.39,10.0,17,0,0,0,3.21,0,2,0.2626,0,0,INR,sha256:2112e64db71515e6,dev_fp_ec847f54
TXN-N-000396,ACC-00100,ACC-00446,65440.89,NEFT,2026-02-01T21:01:20,0,none,23,1273,3,4137.71,15,743.63,14506.92,41704.6,10.0,21,6,1,0,2.17,0,3,0.1641,0,0,INR,sha256:d2fd21f25b1fd7db,dev_fp_8056fdec
TXN-N-000316,ACC-00165,ACC-00369,1500.81,NEFT,2026-01-30T17:11:50,0,none,66,3095,2,9838.01,11,943.49,6094.96,19009.9,10.0,17,4,0,0,0.47,0,2,0.1296,0,1,INR,sha256:33dd4826a3b3bac2,dev_fp_c237951a
TXN-N-000799,ACC-00251,ACC-00094,1169.15,UPI,2026-01-22T09:24:09,0,none,37,491,2,7512.39,13,3525.01,10449.78,28985.73,10.0,9,3,0,0,9.64,0,1,0.0912,0,0,INR,sha256:104fe300ca8525b8,dev_fp_f189eede
TXN-N-000467,ACC-00073,ACC-00442,553.09,IMPS,2026-02-13T13:52:00,0,none,37,3177,2,7465.0,15,649.75,12023.58,35824.5,10.0,13,4,0,0,0.42,0,1,0.03,0,1,INR,sha256:6f0aad7cdbaa0260,dev_fp_7abae26c
TXN-N-000957,ACC-00223,ACC-00387,408.07,UPI,2026-03-25T11:01:02,0,none,69,850,2,18850.41,12,713.19,11986.87,23447.79,10.0,11,2,0,0,9.49,0,2,0.2241,0,1,INR,sha256:686d90ab2c7373e8,dev_fp_2bb6c5a2
TXN-N-000622,ACC-00148,ACC-00320,162.57,UPI,2026-03-25T13:40:57,0,none,38,2626,3,18823.12,21,1582.29,2605.57,5709.01,10.0,13,2,0,1,0.18,0,2,0.1136,0,0,INR,sha256:6c814e3ab527e0d4,dev_fp_1a03121a
TXN-N-000541,ACC-00450,ACC-00018,81.12,IMPS,2026-01-12T08:28:21,0,none,53,30,2,52736.66,14,1486.96,973.5,2595.42,624.1,8,0,0,0,6.73,0,2,0.2342,0,2,INR,sha256:ee2044e8f71f8793,dev_fp_2497c8eb
TXN-N-000657,ACC-00463,ACC-00109,765.69,IMPS,2026-01-05T08:39:00,0,none,36,116,2,9281.96,12,1103.59,6646.73,19915.72,10.0,8,0,0,0,10.28,0,3,0.0545,0,2,INR,sha256:e760be7e20aabcc9,dev_fp_4e30936e
TXN-N-000332,ACC-00201,ACC-00455,189.85,NEFT,2026-02-11T17:42:07,0,none,18,394,2,79728.48,12,715.58,3861.96,10740.8,10.0,17,2,0,1,2.8,0,1,0.2028,0,2,INR,sha256:4c2734f40033f7fb,dev_fp_58fc6fd0
TXN-N-000582,ACC-00301,ACC-00077,3489.67,ATM,2026-02-27T13:05:24,0,none,20,2031,2,19875.29,17,715.57,14420.97,17084.18,10.0,13,4,0,0,7.34,0,3,0.0092,0,1,INR,sha256:447c7ebc5870265c,dev_fp_66138809
TXN-N-000675,ACC-00194,ACC-00271,986.35,UPI,2026-03-10T12:54:06,0,none,40,780,2,104846.93,17,1364.4,4206.83,9476.36,10.0,12,1,0,0,14.81,0,2,0.0134,0,1,INR,sha256:500c5fd66865501c,dev_fp_1fe1fbcb
TXN-N-000661,ACC-00121,ACC-00455,47118.2,NEFT,2026-03-26T15:48:50,0,none,45,2781,3,16905.4,15,1264.35,11722.72,31384.14,10.0,15,3,0,0,4.46,0,2,0.215,0,0,INR,sha256:8c35d125a1f4855a,dev_fp_7be99d50
TXN-N-000506,ACC-00269,ACC-00287,2655.49,UPI,2026-03-21T23:50:26,0,none,50,1490,3,1850.7,18,1157.29,5734.06,15876.25,10.0,23,5,1,0,2.95,0,4,0.2697,0,2,INR,sha256:e9f81565d50a8599,dev_fp_6e11bf9b
TXN-N-000513,ACC-00080,ACC-00038,113.88,NEFT,2026-01-06T15:05:25,0,none,54,2502,2,90850.81,12,2005.69,2771.2,8320.64,10.0,15,1,0,0,0.93,0,5,0.0322,0,1,INR,sha256:50bc117f41892355,dev_fp_b2510379
TXN-N-000740,ACC-00488,ACC-00094,479.59,IMPS,2026-01-03T10:56:27,0,none,63,1738,3,48520.04,13,917.58,7227.02,14270.88,10.0,10,5,1,0,22.46,0,3,0.1901,0,2,INR,sha256:0c8730a779a3f377,dev_fp_c7494b55
TXN-N-000423,ACC-00114,ACC-00380,1446.96,UPI,2026-02-14T07:01:28,0,none,21,3602,2,5160.42,16,690.81,11835.31,20937.24,10.0,7,5,1,0,5.83,0,2,0.0699,0,0,INR,sha256:0ddc4438f5a01c2c,dev_fp_f6ef3f4f
TXN-N-000123,ACC-00156,ACC-00406,886.01,UPI,2026-01-27T14:21:09,0,none,56,3538,3,44919.55,11,1603.23,10634.76,20072.55,10.0,14,1,0,1,1.5,0,2,0.1672,0,1,INR,sha256:3708dee56d017933,dev_fp_bab65be3
TXN-N-000996,ACC-00325,ACC-00393,10.0,UPI,2026-01-07T04:40:29,0,none,22,2206,2,67529.72,14,1842.28,10939.46,25905.47,10.0,4,2,0,0,8.5,0,2,0.2763,0,1,INR,sha256:05046df5d8198fb7,dev_fp_cc87c49c
TXN-N-000946,ACC-00487,ACC-00283,62065.04,NEFT,2026-03-22T14:36:48,0,none,32,3441,2,4778.78,14,900.49,7766.21,18703.61,10.0,14,6,1,0,0.29,0,1,0.2277,0,0,INR,sha256:5c366018ce78ba3c,dev_fp_bda7e040
TXN-N-000888,ACC-00225,ACC-00319,271.84,IMPS,2026-03-19T15:23:06,0,none,65,2049,2,60227.27,13,2621.21,9542.78,26040.21,10.0,15,3,0,0,3.67,0,3,0.0803,0,1,INR,sha256:2b55532db24bbc0a,dev_fp_90db43c2
TXN-N-000557,ACC-00169,ACC-00499,577.42,IMPS,2026-01-25T19:32:22,0,none,26,2083,2,17558.85,14,461.76,548.99,1801.12,10.0,19,6,1,0,4.15,0,2,0.1466,0,1,INR,sha256:4581e3c3255c2f88,dev_fp_60040299
TXN-N-000880,ACC-00442,ACC-00338,39.34,UPI,2026-02-23T10:15:14,0,none,48,1506,2,23287.55,9,494.4,13049.89,20939.4,10.0,10,0,0,0,10.2,0,1,0.2489,0,4,INR,sha256:039f5198a9123969,dev_fp_40f5fb19
